episode,timestep,reward
1,400,129.4106
3,800,111.568
11,1200,-48.414
24,1600,-112.1803
37,2000,-112.1748
39,2400,121.9323
41,2800,113.4658
43,3200,114.8553
45,3600,164.4881
47,4000,117.4463
49,4400,170.8937
51,4800,126.4198
53,5200,128.0306
55,5600,143.0022
57,6000,108.3404
59,6400,126.0557
61,6800,161.9313
63,7200,90.0008
65,7600,130.1286
