episode,timestep,reward
718,176400,-111.4125
720,176800,-17.5077
721,177200,-67.4485
722,177600,-126.1932
723,178000,-139.4974
724,178400,-99.2622
725,178800,-100.1941
726,179200,-185.7148
727,179600,52.0667
728,180000,-99.0687
729,180400,-86.2482
731,180800,-46.0287
733,181200,41.0763
734,181600,36.0866
735,182000,17.0108
737,182400,-42.5677
738,182800,-91.0501
739,183200,-85.6665
740,183600,-128.5779
741,184000,26.381
742,184400,-117.7778
744,184800,-11.6457
745,185200,-96.3013
746,185600,-109.4504
747,186000,-80.4292
748,186400,-110.3353
749,186800,-111.8782
750,187200,-96.696
751,187600,32.9447
753,188000,23.2119
754,188400,-85.1047
755,188800,-80.5133
756,189200,-93.5813
757,189600,-87.1261
758,190000,-86.6632
759,190400,-93.0007
760,190800,27.9851
761,191200,-121.3049
762,191600,-76.0263
763,192000,36.4942
764,192400,-79.9079
765,192800,-139.5941
766,193200,-77.8579
767,193600,-84.9207
768,194000,-70.1151
769,194400,-99.5275
770,194800,-118.8116
771,195200,-109.91
772,195600,-140.7366
773,196000,-96.2153
774,196400,-79.0518
775,196800,-72.6974
776,197200,-112.1396
777,197600,-111.0668
779,198000,-24.6434
780,198400,-142.871
781,198800,8.1598
782,199200,21.8022
783,199600,-118.5288
784,200000,-103.74
786,200400,10.5563
787,200800,-119.7073
788,201200,-86.7228
789,201600,-119.4374
790,202000,-123.9748
791,202400,-74.5189
792,202800,41.4705
794,203200,-25.312
795,203600,-96.9373
796,204000,-81.3469
797,204400,-104.3146
798,204800,-130.2684
799,205200,-104.196
800,205600,-103.2888
801,206000,-109.1518
802,206400,-122.1175
803,206800,-132.1501
804,207200,-89.0603
805,207600,-150.8048
806,208000,-81.2854
807,208400,-92.9886
808,208800,-113.2137
809,209200,-82.9359
810,209600,-82.1932
811,210000,58.2279
812,210400,-103.9402
813,210800,-111.1462
815,211200,-34.9594
816,211600,-112.4957
817,212000,-80.1717
818,212400,-120.4828
819,212800,-93.5742
820,213200,-87.0067
821,213600,-105.8679
822,214000,-93.7951
823,214400,-98.6577
824,214800,-88.4689
825,215200,-84.8509
826,215600,-97.3667
827,216000,-88.1013
828,216400,-76.7332
829,216800,30.0733
830,217200,-88.5352
831,217600,-99.8041
832,218000,-128.0591
833,218400,-82.2367
834,218800,-128.8665
835,219200,-95.904
836,219600,-121.2437
838,220000,-35.9511
839,220400,-66.0187
840,220800,37.7427
841,221200,-96.7542
842,221600,-110.5128
843,222000,-69.0315
844,222400,-89.1023
845,222800,-143.3558
846,223200,-87.863
847,223600,-88.786
848,224000,-91.262
850,224400,42.0726
851,224800,-86.4079
852,225200,-103.562
853,225600,-83.4464
854,226000,-99.2993
855,226400,-138.7198
856,226800,-148.8181
857,227200,-103.0427
858,227600,-74.6971
859,228000,-85.4919
860,228400,0.7287
861,228800,-82.3637
862,229200,-74.3345
863,229600,-90.6522
864,230000,-92.5354
865,230400,-134.1178
866,230800,-84.4008
867,231200,-103.5222
868,231600,-84.8472
869,232000,-89.3772
870,232400,-114.1724
871,232800,-99.6196
872,233200,-66.9058
874,233600,-30.5176
875,234000,18.3857
876,234400,-99.5133
877,234800,-112.4726
878,235200,-101.6928
879,235600,-122.9357
880,236000,-102.7371
881,236400,38.1687
882,236800,-122.3144
883,237200,-97.5753
884,237600,-96.461
886,238000,-38.9991
887,238400,36.799
888,238800,-103.9541
889,239200,-97.7427
891,239600,2.424
892,240000,46.9386
893,240400,-104.3752
894,240800,-77.8253
895,241200,-132.6498
896,241600,-121.3292
897,242000,-86.4629
898,242400,-105.3259
899,242800,-87.6319
900,243200,-80.6242
901,243600,-2.6801
902,244000,-63.4393
904,244400,-18.9086
905,244800,-77.3034
906,245200,37.6093
907,245600,-167.6136
908,246000,-230.8383
909,246400,-99.2931
911,246800,-44.9052
912,247200,-0.8793
913,247600,-107.1652
914,248000,-106.3083
915,248400,31.5358
916,248800,-112.1672
917,249200,-116.866
918,249600,-89.6202
920,250000,-40.6725
921,250400,-89.1595
922,250800,-109.0198
923,251200,-112.9124
924,251600,-87.6981
925,252000,-84.8738
926,252400,-101.2862
928,252800,28.7978
929,253200,48.4237
931,253600,26.07
932,254000,-173.7151
933,254400,-85.5088
934,254800,-77.6596
935,255200,22.9021
936,255600,-95.2287
938,256000,-28.1245
939,256400,-106.8529
940,256800,47.2895
941,257200,-101.1926
942,257600,-78.9347
943,258000,-101.9717
944,258400,-100.2651
945,258800,9.5404
946,259200,-104.2528
948,259600,-40.9247
949,260000,-81.9525
950,260400,-112.3674
951,260800,-131.1639
952,261200,-168.1426
953,261600,-72.2551
954,262000,-97.3322
955,262400,-93.0027
956,262800,-102.6554
957,263200,-105.1128
959,263600,30.3832
960,264000,26.4579
961,264400,-103.5926
962,264800,-148.5257
963,265200,-106.5472
965,265600,6.9463
966,266000,-83.5207
967,266400,-118.7921
968,266800,-134.5294
969,267200,-113.8611
970,267600,-115.6128
971,268000,-83.0451
972,268400,-154.5259
973,268800,54.7528
975,269200,-46.6648
976,269600,-100.5701
977,270000,-126.0916
978,270400,-116.6402
979,270800,-93.7225
980,271200,-106.7451
981,271600,-90.5879
982,272000,-106.4238
983,272400,-101.1176
984,272800,-89.78
985,273200,-99.1424
986,273600,35.1424
988,274000,-27.8313
989,274400,-97.8169
990,274800,20.0384
991,275200,-90.8277
992,275600,-120.8319
994,276000,-14.9879
995,276400,-86.2612
996,276800,-25.2943
997,277200,-92.3202
998,277600,-66.1946
999,278000,-96.1111
1000,278400,24.6355
1002,278800,-15.5103
1003,279200,-87.6238
1004,279600,-114.1732
1005,280000,-86.5042
1006,280400,-101.7493
1007,280800,60.2168
1008,281200,-104.6607
1010,281600,-31.4091
1011,282000,43.7927
1012,282400,-88.6115
1013,282800,-75.23
1015,283200,-44.756
1016,283600,-88.101
1017,284000,-92.0701
1018,284400,-123.7637
1019,284800,-65.7288
1020,285200,-90.2428
1021,285600,47.3762
1022,286000,-123.9815
1023,286400,-135.6504
1024,286800,-116.1211
1026,287200,-42.9664
1027,287600,30.7441
1029,288000,-61.1611
1030,288400,7.9913
1031,288800,-66.1922
1032,289200,-92.6669
1033,289600,-104.102
1034,290000,33.0796
1035,290400,-108.9336
1036,290800,-75.8636
1037,291200,-75.8667
1038,291600,-121.0056
1039,292000,-91.4955
1041,292400,-50.9908
1042,292800,-100.8898
1043,293200,-107.8747
1044,293600,-94.3659
1045,294000,-92.4579
1046,294400,-9.7059
1047,294800,-97.2149
1048,295200,-97.0346
1049,295600,-83.3422
1050,296000,-100.4966
1051,296400,-130.6697
1052,296800,-95.5251
1053,297200,-67.6945
1054,297600,24.7868
1056,298000,-37.4167
1057,298400,-97.7646
1058,298800,-74.627
1059,299200,46.3494
1060,299600,-81.7675
1061,300000,-90.5991
1062,300400,-67.6273
1063,300800,-144.7769
1065,301200,-36.2559
1066,301600,-128.0199
1067,302000,23.9419
1069,302400,27.0256
1070,302800,-93.5439
1071,303200,-110.2806
1072,303600,-129.7112
1073,304000,-105.0369
1074,304400,-77.9498
1075,304800,-84.2375
1076,305200,-95.4951
1077,305600,-67.0956
1078,306000,-84.6187
1079,306400,25.2089
1080,306800,-93.9713
1082,307200,-43.1644
1083,307600,-97.871
1084,308000,-92.0737
1085,308400,-91.7169
1086,308800,-88.7084
1087,309200,-104.9946
1088,309600,-105.8765
1089,310000,-120.3632
1090,310400,-81.768
1091,310800,-154.3818
1092,311200,-72.7672
1093,311600,-74.1232
1094,312000,-68.0171
1095,312400,-97.352
1096,312800,-122.0236
1097,313200,-93.8141
1098,313600,43.7146
1099,314000,14.3623
1100,314400,-87.7119
1101,314800,-86.2625
1102,315200,-100.8165
1103,315600,-95.5972
1105,316000,-18.5415
1106,316400,-106.5549
1107,316800,27.3426
1108,317200,-92.7367
1109,317600,-95.1259
1110,318000,-71.0799
1111,318400,48.9327
1112,318800,-89.181
1113,319200,-83.3639
1114,319600,-108.0898
1115,320000,-72.5546
1117,320400,-28.3635
1118,320800,-97.1065
1119,321200,-151.6155
1120,321600,-117.8551
1121,322000,-71.7128
1122,322400,-87.3066
1123,322800,-105.1663
1124,323200,-93.2725
1125,323600,-94.4024
1126,324000,-78.2053
1127,324400,-97.7354
1128,324800,-115.927
1129,325200,-22.9885
1130,325600,-90.3222
1131,326000,-77.8254
1132,326400,-109.4966
1133,326800,-103.8042
1134,327200,-67.1382
1135,327600,-64.5135
1136,328000,-109.314
1137,328400,-171.4679
1138,328800,-98.7718
1139,329200,-86.0586
1140,329600,-79.2701
1141,330000,-82.4297
1142,330400,-86.3109
1143,330800,-76.1487
1144,331200,-78.8011
1145,331600,-104.4728
1147,332000,-18.5683
1148,332400,-90.0054
1149,332800,31.0873
1150,333200,-126.2955
1151,333600,-91.059
1152,334000,49.7728
1153,334400,-96.5954
1154,334800,-89.9878
1156,335200,-37.9011
1157,335600,41.4023
1158,336000,-92.2916
1159,336400,-118.6041
1160,336800,-107.3903
1161,337200,-104.1339
1162,337600,-112.3475
1163,338000,-95.9962
1165,338400,-39.6477
1166,338800,22.3899
1167,339200,-77.7667
1168,339600,-91.2136
1169,340000,-77.1068
1170,340400,-91.371
1171,340800,-137.7692
1172,341200,-88.7108
1173,341600,-131.6209
1174,342000,-85.7606
1175,342400,-99.232
1176,342800,-113.2621
1177,343200,-9.8845
1178,343600,-109.1637
1179,344000,-101.4454
1180,344400,-60.5351
1181,344800,-82.1591
1182,345200,28.8466
1184,345600,-25.3608
1185,346000,-103.875
1186,346400,-90.7514
1187,346800,-76.0338
1188,347200,-93.5453
1189,347600,-89.0831
1190,348000,1.7485
1191,348400,-86.9375
1192,348800,-78.6385
1193,349200,-90.4908
1195,349600,13.4823
1196,350000,-86.9774
1197,350400,19.1853
1198,350800,-74.7835
1199,351200,-87.5862
1200,351600,32.2121
1201,352000,-72.1353
1202,352400,-82.9427
1203,352800,-113.4232
1204,353200,-84.5868
1205,353600,-139.1981
1206,354000,-170.73
1207,354400,-96.8955
1208,354800,-151.1514
1210,355200,-79.9892
1211,355600,35.5422
1212,356000,-74.5062
1213,356400,-119.3743
1214,356800,-58.009
1215,357200,-92.5028
1216,357600,24.2385
1217,358000,-78.1011
1218,358400,-119.9537
1219,358800,-50.9313
1220,359200,-89.3587
1221,359600,-105.4519
1222,360000,-129.4628
1223,360400,-128.3911
1224,360800,-107.6904
1225,361200,-81.7964
1226,361600,-134.1731
1227,362000,-95.4409
1228,362400,-81.7348
1229,362800,-71.88
1230,363200,-92.0896
1232,363600,-39.391
1233,364000,29.2479
1234,364400,18.0896
1235,364800,-73.5179
1236,365200,-106.0081
1237,365600,-62.7129
1238,366000,-101.7578
1240,366400,-34.7932
1241,366800,-77.7196
1242,367200,-93.0548
1243,367600,24.6576
1244,368000,-75.0046
1245,368400,13.8584
1246,368800,-91.7633
1247,369200,-124.4793
1248,369600,-80.5734
1249,370000,-117.4722
1250,370400,-68.5385
1251,370800,-102.9285
1252,371200,-99.5378
1253,371600,-122.1792
1254,372000,-95.4143
1255,372400,-78.7125
1257,372800,-38.5219
1258,373200,-86.4982
1259,373600,-100.0065
1260,374000,-119.5475
1261,374400,26.0708
1262,374800,12.6572
1263,375200,-91.2098
1264,375600,-85.7003
1265,376000,-80.2017
1266,376400,-125.6665
1267,376800,-80.8877
1268,377200,14.0303
1270,377600,-57.1237
1271,378000,-85.2398
1272,378400,-95.2756
1273,378800,-94.2693
1274,379200,-74.3698
1275,379600,2.1298
1276,380000,-127.7009
1277,380400,-115.0194
1278,380800,-65.3118
1279,381200,8.0467
1280,381600,-192.0548
1282,382000,-29.0734
1283,382400,-109.4163
1284,382800,-100.4206
1285,383200,-114.159
1286,383600,-94.3177
1287,384000,-132.2579
1288,384400,-108.9564
1289,384800,-94.4426
1290,385200,35.8627
1291,385600,24.7474
1292,386000,-71.8227
1293,386400,-80.5277
1295,386800,-53.6223
1296,387200,-110.2812
1297,387600,-93.4992
1298,388000,35.0963
1300,388400,14.6984
1301,388800,-111.4359
1302,389200,-81.3293
1303,389600,-109.6247
1305,390000,42.021
1306,390400,-88.2116
1307,390800,25.1877
1308,391200,-94.6535
1309,391600,-87.2493
1311,392000,-28.3099
1312,392400,-75.771
1313,392800,-86.6442
1314,393200,-2.961
1315,393600,19.3455
1316,394000,-65.542
1317,394400,-110.4102
1318,394800,-84.0943
1319,395200,-137.9733
1320,395600,-81.0833
1321,396000,-79.719
1322,396400,11.8141
1323,396800,-113.6736
1324,397200,-92.6101
1325,397600,-81.6372
1326,398000,-120.5862
1327,398400,6.0665
1328,398800,-89.5732
1329,399200,-87.6092
1330,399600,-98.1048
1331,400000,-87.0352
1332,400400,-80.0917
1333,400800,-90.8229
1335,401200,-56.3196
1336,401600,-80.684
1337,402000,-96.055
1338,402400,-86.9517
1339,402800,-130.9852
1340,403200,-74.8614
1341,403600,-3.1593
1342,404000,-12.025
1343,404400,-75.2346
1344,404800,-84.6924
1345,405200,-138.4692
1346,405600,-117.1159
1347,406000,-110.2473
1348,406400,-79.6753
1349,406800,-77.2233
1350,407200,-81.7453
1351,407600,-102.0644
1352,408000,-125.3089
1354,408400,25.294
1355,408800,-82.2757
1356,409200,-116.9728
1357,409600,28.9661
1358,410000,-109.7383
1359,410400,-96.1302
1360,410800,37.4849
1362,411200,-29.9241
1363,411600,-19.0103
1364,412000,-98.4932
1365,412400,-87.7513
1366,412800,-104.5123
1367,413200,-97.9213
1368,413600,-130.5753
1369,414000,-117.406
1370,414400,11.853
1371,414800,-77.0966
1372,415200,-112.8369
1373,415600,-113.9817
1375,416000,-47.1428
1376,416400,-91.8974
1377,416800,7.6649
1378,417200,43.0704
1379,417600,-106.5856
1380,418000,-81.8867
1381,418400,-121.0405
1382,418800,-76.5289
1383,419200,-69.948
1384,419600,-104.6042
1386,420000,-30.1389
1387,420400,-95.5202
1388,420800,-98.0726
1389,421200,-99.3712
1390,421600,-103.083
1391,422000,-113.5552
1392,422400,-75.9605
1393,422800,-123.0389
1394,423200,16.1973
1395,423600,-104.5749
1396,424000,-111.9553
1398,424400,26.9245
1399,424800,-101.2194
1400,425200,40.858
1402,425600,-19.4706
1403,426000,-69.6181
1404,426400,50.4611
1406,426800,-43.4161
1407,427200,14.5438
1408,427600,-114.6296
1409,428000,-99.1573
1410,428400,-121.582
1411,428800,-95.0356
1412,429200,-81.5956
1413,429600,-111.856
1414,430000,-96.2937
1415,430400,-114.4661
1417,430800,32.8572
1418,431200,-110.2633
1419,431600,-74.0996
1421,432000,41.0955
1422,432400,30.7118
1423,432800,-131.9195
1424,433200,-127.4387
1426,433600,-50.4072
1428,434000,40.913
1429,434400,-112.9414
1430,434800,31.6162
1431,435200,-114.7228
1433,435600,-28.1696
1434,436000,-134.7443
1435,436400,-102.0524
1436,436800,-85.4467
1437,437200,-149.6984
1438,437600,-125.3146
1439,438000,-89.5905
1440,438400,-113.5176
1441,438800,-93.1829
1442,439200,-90.2281
1443,439600,-108.8061
1444,440000,-117.6367
1445,440400,-147.1097
1446,440800,39.0884
1447,441200,-78.1872
1448,441600,-78.0178
1449,442000,-91.3269
1450,442400,-121.4981
1452,442800,-44.7743
1453,443200,-75.7629
1454,443600,-68.93
1455,444000,-127.9493
1456,444400,-90.3351
1457,444800,-89.9745
1458,445200,44.495
1459,445600,-65.1929
1460,446000,-75.1302
1461,446400,-107.7304
1462,446800,-127.0791
1464,447200,-34.1247
1465,447600,-99.8032
1466,448000,6.1667
1467,448400,-98.8902
1468,448800,-114.9565
1469,449200,-107.0431
1470,449600,-109.4736
1471,450000,-96.8116
1472,450400,-82.744
1473,450800,-84.2852
1474,451200,-118.1811
1475,451600,16.0099
1476,452000,-98.3766
1477,452400,-128.2047
1478,452800,-80.5036
1479,453200,-75.3978
1481,453600,-33.0703
1482,454000,1.0802
1483,454400,-110.8922
1484,454800,31.457
1486,455200,-44.053
1487,455600,-82.6369
1488,456000,-93.0691
1489,456400,-134.5627
1490,456800,17.525
1491,457200,-95.7604
1492,457600,-81.6978
1493,458000,-79.0029
1494,458400,13.4495
1496,458800,-33.7684
1497,459200,-109.9417
1498,459600,-105.199
1499,460000,-100.1778
1500,460400,14.3633
1501,460800,-100.3246
1502,461200,-121.7817
1503,461600,-123.8474
1504,462000,-77.248
1505,462400,32.6033
1506,462800,-96.3593
1507,463200,-90.3201
1508,463600,-111.682
1509,464000,-81.2085
1510,464400,-69.8205
1511,464800,-97.2723
1512,465200,-126.8593
1513,465600,-76.2971
1514,466000,-83.7048
1515,466400,-96.8288
1516,466800,-105.0398
1517,467200,-93.1523
1518,467600,-96.9556
1519,468000,-118.5791
1520,468400,-101.626
1521,468800,-104.3824
1522,469200,-87.181
1523,469600,-97.8697
1524,470000,-133.3658
1525,470400,-93.1911
1526,470800,-96.4396
1528,471200,-46.7424
1529,471600,31.1121
1530,472000,-88.7594
1531,472400,-108.3065
1533,472800,-27.5974
1534,473200,-123.2768
1535,473600,-9.2813
1536,474000,23.7931
1537,474400,-94.6822
1539,474800,-21.3263
1540,475200,7.7057
1541,475600,-86.7261
1542,476000,-78.5778
1543,476400,-75.3171
1544,476800,-100.7282
1545,477200,-93.5102
1546,477600,-95.2898
1547,478000,-99.4196
1548,478400,49.4363
1550,478800,-58.6516
1551,479200,-81.5638
1552,479600,-6.4835
1553,480000,-95.0833
1554,480400,-98.652
1555,480800,-78.8673
1556,481200,-85.5801
1557,481600,-93.7966
1558,482000,-77.5396
1559,482400,-102.7337
1560,482800,-85.5766
1561,483200,-105.1567
1562,483600,-87.8396
1563,484000,56.7307
1564,484400,-106.3193
1565,484800,-76.7942
1566,485200,-122.67
1567,485600,-85.0356
1568,486000,-122.7598
1570,486400,-35.6352
1571,486800,-62.4505
1572,487200,-79.0634
1573,487600,-102.0973
1574,488000,-126.2617
1575,488400,-78.5379
1576,488800,-177.8668
1577,489200,-129.3914
1578,489600,-171.6351
1579,490000,-104.9096
1580,490400,-86.8712
1581,490800,-104.5652
1582,491200,-125.1886
1583,491600,-87.208
1584,492000,-128.529
1585,492400,-103.0805
1586,492800,-146.4392
1587,493200,-132.7164
1588,493600,-130.447
1589,494000,-123.96
1590,494400,-123.7134
1591,494800,-114.4416
1592,495200,-110.105
1593,495600,-125.0674
1594,496000,-178.5693
1595,496400,-100.7639
1596,496800,21.3545
1597,497200,-97.7594
1598,497600,-84.0991
1599,498000,-92.9634
1600,498400,-101.8583
