episode,timestep,reward
0,200,0.0
1,400,-31.465
2,600,-30.0694
3,800,-24.3232
4,1000,-26.1703
7,1200,-53.0001
10,1400,-59.1588
13,1600,-58.3407
16,1800,-57.1357
