episode,timestep,reward
6233,400000,69.3184
6258,402000,71.6776
6284,404000,75.8914
6308,406000,69.9402
6333,408000,67.4597
6358,410000,71.2941
6383,412000,69.3568
6409,414000,71.2688
6433,416000,79.9933
6460,418000,66.0427
6484,420000,73.6903
6511,422000,67.5058
6538,424000,69.4437
6563,426000,70.7338
6588,428000,71.6921
6612,430000,66.3767
6639,432000,73.9469
6664,434000,74.4028
6691,436000,67.901
6715,438000,73.1748
6740,440000,76.5804
6760,442000,88.5693
6786,444000,72.1938
6814,446000,71.4781
6839,448000,75.4931
6864,450000,76.6901
6889,452000,72.1589
6915,454000,71.5414
6939,456000,67.992
6965,458000,71.5612
6990,460000,74.8971
7017,462000,73.0638
7041,464000,74.9769
7064,466000,73.9736
7091,468000,71.3925
7116,470000,68.2958
7142,472000,71.2128
7168,474000,71.7124
7190,476000,73.0392
7213,478000,76.4714
7238,480000,68.9116
7263,482000,69.8978
7286,484000,78.56
7311,486000,76.2578
7336,488000,68.9655
7361,490000,72.9406
7381,492000,77.4533
7406,494000,73.2115
7431,496000,78.0724
7455,498000,74.0681
7482,500000,69.3755
7507,502000,79.3069
7533,504000,77.1465
7555,506000,77.8979
7579,508000,79.4049
7606,510000,71.7709
7630,512000,77.1291
7654,514000,75.2058
7677,516000,83.4401
7701,518000,75.7351
7726,520000,73.9881
7750,522000,80.867
7773,524000,80.197
7798,526000,79.6459
7824,528000,73.1655
7847,530000,83.7769
7871,532000,74.9315
7894,534000,79.1569
7919,536000,76.8813
7944,538000,79.1646
7966,540000,85.0781
7987,542000,78.7622
8011,544000,77.4924
8037,546000,71.7783
8063,548000,74.5346
8089,550000,72.1829
8112,552000,78.198
8137,554000,79.0453
8163,556000,72.4718
8190,558000,76.1347
8215,560000,71.8893
8240,562000,76.3934
8266,564000,74.831
8289,566000,81.103
8314,568000,74.5994
8337,570000,81.5233
8363,572000,74.2568
8388,574000,79.2368
8411,576000,81.7161
8436,578000,75.3733
8461,580000,76.624
8486,582000,71.3787
8509,584000,67.1746
8531,586000,80.0877
8550,588000,85.6445
8577,590000,76.4002
8599,592000,85.3855
8622,594000,82.6732
8649,596000,74.7922
8669,598000,88.3844
8695,600000,71.9046
8716,602000,78.8188
8740,604000,78.4482
8765,606000,80.1472
8788,608000,82.5744
8815,610000,70.7617
8837,612000,84.083
8861,614000,79.6664
8885,616000,77.2561
8910,618000,75.6487
8934,620000,82.5459
8959,622000,76.443
8984,624000,78.4211
9009,626000,76.6166
9035,628000,73.8191
9060,630000,77.687
9083,632000,83.2846
9107,634000,76.9188
9130,636000,79.2341
9155,638000,73.9931
9175,640000,86.3788
9200,642000,76.382
9225,644000,78.8599
9247,646000,75.9076
9271,648000,82.4177
9293,650000,76.6866
9315,652000,78.1885
9339,654000,71.1645
9361,656000,78.2098
9383,658000,79.6807
9401,660000,96.0673
9423,662000,81.4499
9446,664000,84.0823
9471,666000,80.5328
9497,668000,75.1435
9520,670000,86.204
9542,672000,77.0846
9565,674000,87.7895
9588,676000,86.3644
9608,678000,87.0112
9633,680000,80.0664
9655,682000,83.8564
9677,684000,81.3429
9699,686000,76.5441
9722,688000,85.3242
9746,690000,80.5331
9769,692000,75.0745
9794,694000,78.5023
9817,696000,80.6335
9839,698000,85.2218
9865,700000,79.3236
9891,702000,74.599
9913,704000,74.0493
9934,706000,89.1716
9954,708000,92.2884
9975,710000,85.172
9995,712000,85.3949
10018,714000,86.1179
10038,716000,93.2576
10063,718000,79.8033
10082,720000,92.2066
10107,722000,77.9333
10128,724000,83.4955
10148,726000,89.1744
10168,728000,92.1209
10189,730000,83.6015
10207,732000,85.2034
10232,734000,79.0439
10258,736000,78.3994
10280,738000,81.6432
10299,740000,92.9057
10323,742000,85.4419
10344,744000,88.6318
10366,746000,90.4661
10387,748000,87.9424
10411,750000,85.7157
10433,752000,89.9892
10453,754000,92.1282
10473,756000,94.8717
10494,758000,88.594
10512,760000,105.5982
10536,762000,83.1616
10560,764000,81.337
10582,766000,88.0732
10606,768000,88.9926
10627,770000,84.8566
10649,772000,82.6128
10672,774000,89.1541
10694,776000,93.7944
10714,778000,91.5236
10739,780000,86.6845
10760,782000,92.3842
10779,784000,94.1057
10802,786000,79.7741
10824,788000,82.9062
10840,790000,111.9043
10864,792000,85.2394
10885,794000,91.4387
10904,796000,101.689
10925,798000,94.5251
10947,800000,88.7966
10968,802000,93.0711
10991,804000,83.0326
11009,806000,100.3455
11032,808000,88.7824
11051,810000,94.7277
11074,812000,91.2631
11096,814000,87.5346
11117,816000,100.3352
11138,818000,92.6456
11159,820000,97.1063
11180,822000,94.4161
11201,824000,94.6312
11221,826000,89.551
11242,828000,88.1152
11266,830000,87.1231
11288,832000,87.6127
11304,834000,96.2483
11323,836000,100.7327
11348,838000,83.0034
11370,840000,93.3587
11394,842000,86.9956
11417,844000,86.6776
11439,846000,91.6659
11460,848000,85.0973
11472,850000,156.797
11495,852000,88.4404
11515,854000,96.5287
11534,856000,101.8261
11553,858000,98.194
11580,860000,76.427
11592,862000,130.3564
11615,864000,84.144
11636,866000,89.6687
11659,868000,87.957
11682,870000,86.9672
11704,872000,88.3325
11724,874000,100.7935
11742,876000,91.3492
11757,878000,122.7173
11781,880000,85.9812
11800,882000,93.1373
11814,884000,117.7067
11833,886000,96.0559
11850,888000,109.9383
11873,890000,93.258
11895,892000,90.9298
11914,894000,105.1943
11929,896000,117.8498
11942,898000,125.2768
11957,900000,93.425
11974,902000,133.5382
11989,904000,109.9568
11999,906000,161.4957
12020,908000,95.9939
12041,910000,81.2547
12061,912000,105.0356
12077,914000,92.3345
12098,916000,107.0539
12116,918000,104.5665
12137,920000,95.2646
12160,922000,89.2259
12174,924000,123.6957
12186,926000,123.1168
12203,928000,110.9608
12214,930000,140.568
12235,932000,97.6148
12252,934000,106.3385
12265,936000,116.373
12274,938000,181.1045
12285,940000,142.4724
12308,942000,86.7916
12322,944000,106.8779
12345,946000,101.7205
12354,948000,168.1815
12375,950000,96.2089
12392,952000,95.9328
12405,954000,116.5413
12425,956000,104.723
12439,958000,108.0092
12460,960000,99.8017
12480,962000,97.6998
12492,964000,127.3597
12502,966000,158.1303
12513,968000,139.0838
12529,970000,114.4124
12544,972000,112.7862
12567,974000,94.7767
12585,976000,100.8724
12602,978000,108.2835
12617,980000,119.3834
12630,982000,131.2115
12642,984000,131.4531
12664,986000,90.1536
12679,988000,95.132
12691,990000,162.3602
12702,992000,139.4722
12722,994000,102.0665
12742,996000,92.0581
12767,998000,82.0962
12789,1000000,86.9986
12803,1002000,122.758
12815,1004000,152.4142
12832,1006000,113.6165
12844,1008000,132.6605
12856,1010000,135.8114
12870,1012000,143.6
12882,1014000,143.873
12902,1016000,99.5781
12921,1018000,93.1746
12943,1020000,104.6068
12951,1022000,193.2736
12972,1024000,101.6682
12987,1026000,118.7372
13005,1028000,113.5126
13018,1030000,142.9269
13035,1032000,109.4529
13053,1034000,109.1901
13062,1036000,187.6798
13083,1038000,98.2131
13105,1040000,92.808
13122,1042000,110.1836
13145,1044000,99.3499
13160,1046000,117.0999
13172,1048000,143.2634
13194,1050000,97.7968
13207,1052000,131.6661
13229,1054000,95.5269
13239,1056000,175.7543
13251,1058000,155.8899
13269,1060000,108.7383
13281,1062000,139.4963
13301,1064000,106.5534
13322,1066000,101.5994
13333,1068000,147.5958
13346,1070000,139.2963
13366,1072000,99.9326
13387,1074000,99.8913
13405,1076000,92.8609
13414,1078000,208.2073
13431,1080000,105.8266
13454,1082000,91.1505
13472,1084000,110.0954
13494,1086000,94.6368
13507,1088000,133.1971
13514,1090000,240.4938
13534,1092000,101.6287
13552,1094000,102.7069
13567,1096000,129.9869
13582,1098000,126.8731
13591,1100000,146.5598
13603,1102000,161.0195
13613,1104000,147.4595
13634,1106000,112.9766
13655,1108000,96.3467
13673,1110000,106.6881
13687,1112000,124.5978
13700,1114000,141.1816
13712,1116000,122.8649
13718,1118000,238.376
13725,1120000,200.9626
13740,1122000,127.1932
13762,1124000,108.1177
13780,1126000,114.5338
13791,1128000,155.8817
13814,1130000,88.7196
13829,1132000,128.9241
13844,1134000,123.5317
13868,1136000,91.2955
13889,1138000,100.4427
13901,1140000,144.9371
13920,1142000,105.9981
13946,1144000,86.9795
13968,1146000,90.7221
13986,1148000,95.8289
14005,1150000,118.0597
14029,1152000,88.1205
14037,1154000,163.25
14060,1156000,107.1842
14069,1158000,165.0072
14087,1160000,114.9842
14103,1162000,115.1758
14117,1164000,130.5556
14124,1166000,233.4861
14141,1168000,105.792
14165,1170000,88.3731
14178,1172000,134.947
14193,1174000,131.4464
14209,1176000,110.2586
14215,1178000,256.5906
14231,1180000,115.9154
14253,1182000,100.3879
14266,1184000,141.7753
14274,1186000,143.1239
14289,1188000,148.9091
14307,1190000,103.834
14324,1192000,95.0726
14339,1194000,147.0698
14355,1196000,111.7383
14378,1198000,99.7531
14395,1200000,101.0836
14408,1202000,138.151
14429,1204000,103.5968
14453,1206000,89.174
14467,1208000,131.5589
14489,1210000,97.619
14502,1212000,138.29
14516,1214000,103.3157
14529,1216000,157.5654
14552,1218000,93.7413
14561,1220000,175.807
14567,1222000,230.8297
14576,1224000,210.8112
14596,1226000,99.5745
14612,1228000,114.6159
14626,1230000,121.3567
14643,1232000,105.7692
14654,1234000,142.8321
14672,1236000,121.567
14696,1238000,89.5642
14707,1240000,146.829
14722,1242000,136.9309
14737,1244000,108.5196
14749,1246000,130.6191
14761,1248000,120.026
14775,1250000,156.1716
14784,1252000,149.9274
14805,1254000,120.5854
14824,1256000,113.7169
14834,1258000,166.5233
14853,1260000,112.5723
14872,1262000,114.7118
14883,1264000,153.6987
14892,1266000,160.3404
14914,1268000,112.6562
14935,1270000,105.8673
14952,1272000,124.9233
14962,1274000,164.8101
14982,1276000,111.7304
14993,1278000,170.7641
15008,1280000,120.3069
15028,1282000,105.3864
15046,1284000,114.5212
15064,1286000,123.0915
15087,1288000,91.1848
15109,1290000,106.9341
15126,1292000,120.9803
15150,1294000,92.2444
15164,1296000,135.3966
15186,1298000,101.2672
15201,1300000,99.9536
15219,1302000,135.7846
15229,1304000,172.9724
15245,1306000,116.9279
15263,1308000,107.7647
15272,1310000,192.4716
15290,1312000,116.5547
15312,1314000,93.5896
15333,1316000,103.6196
15352,1318000,110.353
15365,1320000,131.7611
15379,1322000,152.2456
15391,1324000,158.5314
15399,1326000,202.86
15410,1328000,176.4527
15425,1330000,113.2026
15444,1332000,128.4494
15454,1334000,182.2361
15461,1336000,232.4018
15480,1338000,117.251
15502,1340000,98.9475
15515,1342000,136.0137
15527,1344000,181.0337
15541,1346000,125.0636
15551,1348000,134.2249
15562,1350000,214.7016
15574,1352000,136.2596
15586,1354000,141.7828
15594,1356000,175.6066
15603,1358000,193.6951
15612,1360000,209.4893
15628,1362000,135.9699
15633,1364000,309.8333
15643,1366000,163.0621
15652,1368000,178.5803
15666,1370000,145.7471
15682,1372000,97.1636
15695,1374000,183.7537
15712,1376000,101.8774
15726,1378000,146.2982
15737,1380000,174.9591
15753,1382000,126.4757
15765,1384000,152.8483
15769,1386000,428.177
15781,1388000,153.8365
15789,1390000,221.615
15804,1392000,143.9556
15820,1394000,125.1802
15833,1396000,157.248
15846,1398000,151.6728
15860,1400000,126.7122
15867,1402000,217.8663
15881,1404000,130.7344
15889,1406000,238.8325
15903,1408000,140.2507
15923,1410000,102.8447
15929,1412000,260.7445
15934,1414000,262.9052
15943,1416000,163.2006
15958,1418000,169.5197
15978,1420000,101.9339
15992,1422000,123.4232
16012,1424000,116.1691
16018,1426000,255.0186
16028,1428000,199.6575
16037,1430000,204.4761
16047,1432000,176.122
16055,1434000,182.94
16073,1436000,129.2767
16087,1438000,132.9722
16095,1440000,204.4623
16112,1442000,121.6882
16122,1444000,159.8487
16129,1446000,259.645
16140,1448000,144.4784
16144,1450000,359.3877
16157,1452000,163.9015
16170,1454000,104.6954
16184,1456000,168.7237
16192,1458000,138.2689
16201,1460000,243.1685
16209,1462000,221.6451
16221,1464000,147.3687
16231,1466000,138.4382
16248,1468000,129.1306
16255,1470000,245.6023
16265,1472000,163.664
16273,1474000,158.439
16285,1476000,188.4572
16296,1478000,143.2047
16311,1480000,148.5782
16319,1482000,142.9919
16326,1484000,300.4464
16330,1486000,349.4784
16347,1488000,130.7344
16354,1490000,237.6867
16359,1492000,323.0284
16365,1494000,299.8138
16376,1496000,170.7788
16385,1498000,194.7251
16394,1500000,194.2289
16398,1502000,351.5499
16400,1504000,722.6482
16406,1506000,301.7936
16410,1508000,387.0076
16418,1510000,138.1794
16426,1512000,305.5834
16434,1514000,208.7259
16444,1516000,200.0021
16449,1518000,262.8292
16456,1520000,289.6573
16464,1522000,252.1957
16474,1524000,175.555
16480,1526000,265.3522
16487,1528000,288.1845
16493,1530000,242.8777
16497,1532000,432.1936
16504,1534000,230.8127
16508,1536000,420.6945
16514,1538000,314.2101
16523,1540000,189.7904
16529,1542000,294.7453
16537,1544000,250.0509
16546,1546000,198.7661
16549,1548000,480.5549
16552,1550000,464.8347
16560,1552000,229.4472
16565,1554000,336.6967
16570,1556000,270.7162
16575,1558000,289.8293
16579,1560000,421.7212
16587,1562000,261.6874
16590,1564000,399.6831
16594,1566000,405.6974
16598,1568000,406.2116
16601,1570000,622.9049
16605,1572000,257.3869
16618,1574000,191.4198
16624,1576000,251.9502
16630,1578000,253.4345
16633,1580000,441.5135
16635,1582000,728.6771
16644,1584000,242.1495
16652,1586000,196.9584
16654,1588000,617.1999
16663,1590000,250.4915
16668,1592000,181.0372
16677,1594000,210.9792
16685,1596000,209.6065
16695,1598000,196.0448
16699,1600000,443.6235
16709,1602000,179.8284
16711,1604000,727.1249
16718,1606000,252.11
16727,1608000,163.5295
16730,1610000,543.2911
16732,1612000,753.8455
16736,1614000,365.4153
16742,1616000,334.2471
16749,1618000,210.4834
16756,1620000,272.4356
16759,1622000,414.3304
16767,1624000,286.2031
16772,1626000,280.0592
16777,1628000,328.2166
16785,1630000,261.4009
16799,1632000,133.2184
16809,1634000,156.3825
16815,1636000,333.2586
16824,1638000,203.6298
16834,1640000,180.8852
16843,1642000,224.1513
16848,1644000,302.4544
16853,1646000,376.6075
16861,1648000,196.775
16866,1650000,285.9814
16872,1652000,346.0949
16880,1654000,227.7729
16887,1656000,190.0838
16895,1658000,220.2173
16901,1660000,337.6095
16904,1662000,425.3557
16911,1664000,298.4942
16916,1666000,373.4566
16924,1668000,198.7209
16929,1670000,309.6965
16936,1672000,303.7543
16940,1674000,331.0523
16950,1676000,155.5795
16956,1678000,381.8826
16961,1680000,268.5565
16966,1682000,422.0661
16973,1684000,228.9156
16977,1686000,424.6398
16984,1688000,220.4069
16986,1690000,742.4183
16990,1692000,534.548
16994,1694000,357.1319
17001,1696000,187.0183
17008,1698000,290.0465
17021,1700000,160.6891
17024,1702000,609.9925
17027,1704000,475.5662
17031,1706000,356.0265
17033,1708000,594.8728
17039,1710000,390.1005
17042,1712000,523.6924
17045,1714000,500.4015
17054,1716000,241.0362
17060,1718000,293.5011
17064,1720000,377.5585
17066,1722000,713.1524
17071,1724000,320.1267
17075,1726000,429.3161
17082,1728000,269.5606
17086,1730000,276.5814
17095,1732000,282.7723
17104,1734000,161.5128
17110,1736000,280.2772
17118,1738000,256.7411
17125,1740000,254.9678
17128,1742000,449.9365
17132,1744000,572.1992
17138,1746000,235.2846
17144,1748000,300.7348
17150,1750000,291.453
17158,1752000,226.135
17161,1754000,529.9254
17164,1756000,555.9114
17167,1758000,418.8049
17172,1760000,300.8411
17178,1762000,330.9988
17180,1764000,670.9502
17184,1766000,443.5739
17190,1768000,306.7495
17192,1770000,541.5947
17195,1772000,564.7165
17201,1774000,415.5064
17206,1776000,279.2743
17210,1778000,406.6516
17216,1780000,394.3144
17221,1782000,342.0212
17227,1784000,231.265
17230,1786000,522.5697
17235,1788000,438.5519
17238,1790000,471.3192
17246,1792000,301.935
17252,1794000,289.2994
17264,1796000,183.942
17269,1798000,334.4341
17272,1800000,599.6249
17284,1802000,166.9522
17287,1804000,335.5142
17299,1806000,229.4691
17303,1808000,414.7338
17315,1810000,152.1369
17321,1812000,324.9392
17324,1814000,549.9521
17333,1816000,198.0108
17338,1818000,417.4346
17345,1820000,223.5147
17353,1822000,240.656
17358,1824000,311.3505
17363,1826000,298.7792
17371,1828000,307.0004
17379,1830000,253.5301
17388,1832000,202.0118
17393,1834000,361.0468
17399,1836000,333.5733
17402,1838000,463.1988
17409,1840000,315.0443
17414,1842000,312.3418
17420,1844000,323.8481
17430,1846000,187.0489
17436,1848000,352.1379
17440,1850000,344.5259
17445,1852000,447.4978
17449,1854000,427.9942
17454,1856000,347.6428
17457,1858000,489.6174
17462,1860000,432.4146
17464,1862000,841.0955
17470,1864000,290.363
17477,1866000,319.1592
17481,1868000,413.3328
17486,1870000,371.9241
17492,1872000,249.1579
17500,1874000,285.682
17502,1876000,455.8334
17508,1878000,404.1707
17512,1880000,375.0698
17515,1882000,510.8383
17521,1884000,351.1682
17526,1886000,390.6223
17532,1888000,292.9211
17536,1890000,472.9198
17548,1892000,170.547
17558,1894000,190.323
17560,1896000,803.5329
17565,1898000,378.7839
17569,1900000,258.6483
17574,1902000,412.0695
17578,1904000,305.1342
17586,1906000,331.04
17590,1908000,439.6086
17595,1910000,333.6949
17598,1912000,438.4474
17604,1914000,339.2415
17609,1916000,291.8237
17613,1918000,430.9652
17616,1920000,686.2561
17628,1922000,139.1875
17630,1924000,746.6989
17635,1926000,351.8728
17639,1928000,434.2196
17646,1930000,266.0985
17650,1932000,440.7183
17658,1934000,230.8507
17664,1936000,227.8354
17670,1938000,363.7654
17675,1940000,256.2394
17680,1942000,368.0016
17685,1944000,411.6044
17692,1946000,289.6891
17696,1948000,351.9202
17699,1950000,589.176
17705,1952000,255.4209
17711,1954000,242.3012
17717,1956000,417.0821
17722,1958000,237.1055
17727,1960000,411.592
17731,1962000,407.7328
17738,1964000,268.1705
17744,1966000,277.2846
17747,1968000,536.0532
17754,1970000,316.0112
17756,1972000,634.4885
17761,1974000,426.0588
17766,1976000,288.9776
17775,1978000,268.4028
17781,1980000,188.8217
17786,1982000,355.1252
17797,1984000,187.3417
17808,1986000,202.4898
17814,1988000,313.3695
17821,1990000,266.0465
17826,1992000,363.5936
17832,1994000,286.886
17836,1996000,374.6586
17841,1998000,347.933
17844,2000000,521.5057
17847,2002000,615.2987
17851,2004000,453.9046
17854,2006000,645.351
17857,2008000,491.8055
17862,2010000,374.9228
17866,2012000,459.0321
17869,2014000,547.7278
17875,2016000,296.8839
17881,2018000,285.1837
17887,2020000,329.7871
17889,2022000,697.3483
17893,2024000,489.7919
17901,2026000,237.6323
17904,2028000,643.6579
17908,2030000,440.9733
17911,2032000,456.7126
17915,2034000,516.2538
17921,2036000,307.015
17926,2038000,372.4892
17935,2040000,202.0158
17940,2042000,254.0446
17946,2044000,404.9706
17949,2046000,556.5113
17952,2048000,571.7779
17957,2050000,336.0355
17962,2052000,440.1398
17965,2054000,513.8875
17977,2056000,155.5552
17982,2058000,358.3483
17984,2060000,699.2459
17989,2062000,388.2036
17994,2064000,439.1384
17997,2066000,298.7361
17999,2068000,769.9904
18004,2070000,500.3896
18006,2072000,690.7511
18010,2074000,325.4543
18014,2076000,565.1905
18017,2078000,356.4284
18021,2080000,447.8502
18023,2082000,704.3997
18026,2084000,603.8805
18028,2086000,737.6579
18030,2088000,743.7113
18034,2090000,368.1389
18037,2092000,724.8385
18041,2094000,401.2571
18047,2096000,204.9039
18050,2098000,739.2658
18052,2100000,807.8479
18055,2102000,319.3474
18060,2104000,433.8339
18062,2106000,680.3909
18065,2108000,547.6092
18070,2110000,376.5347
18074,2112000,470.2721
18077,2114000,482.7625
18082,2116000,370.1035
18087,2118000,294.1027
18091,2120000,459.2679
18097,2122000,293.7274
18099,2124000,692.2002
18104,2126000,468.467
18107,2128000,395.6716
18110,2130000,496.3703
18113,2132000,628.1514
18116,2134000,453.4225
18119,2136000,652.9339
18123,2138000,454.6967
18128,2140000,319.9041
18130,2142000,522.8029
18134,2144000,484.3222
18139,2146000,441.5321
18141,2148000,839.2714
18146,2150000,295.189
18148,2152000,755.8368
18153,2154000,391.6209
18157,2156000,392.777
18160,2158000,524.6033
18163,2160000,636.0859
18165,2162000,781.0213
18168,2164000,500.2118
18171,2166000,468.9346
18174,2168000,615.2146
18177,2170000,605.4872
18181,2172000,459.2892
18184,2174000,603.7259
18187,2176000,626.9088
18191,2178000,240.4227
18193,2180000,837.2085
18197,2182000,505.7313
18200,2184000,536.8929
18203,2186000,598.4158
18206,2188000,590.8614
18208,2190000,838.0954
18214,2192000,320.0245
18217,2194000,600.8716
18221,2196000,391.659
18225,2198000,473.431
18227,2200000,898.9176
18231,2202000,303.5579
18233,2204000,816.1699
18235,2206000,876.0818
18241,2208000,359.4178
18244,2210000,574.5131
18247,2212000,584.7143
18249,2214000,524.3151
18252,2216000,593.5685
18256,2218000,506.1633
18258,2220000,817.2459
18260,2222000,770.618
18263,2224000,623.1721
18268,2226000,438.1284
18273,2228000,355.0968
18275,2230000,844.7318
18278,2232000,453.2762
18280,2234000,438.2727
18282,2236000,828.326
18287,2238000,397.6023
18290,2240000,518.8039
18296,2242000,296.3725
18298,2244000,737.7544
18303,2246000,370.9373
18306,2248000,510.6264
18308,2250000,706.5913
18310,2252000,895.2157
18313,2254000,548.6048
18315,2256000,768.0498
18317,2258000,825.7473
18322,2260000,360.7931
18324,2262000,695.008
18327,2264000,597.5356
18330,2266000,477.3925
18332,2268000,792.4672
18335,2270000,622.2735
18338,2272000,448.5845
18342,2274000,513.5667
18345,2276000,499.5208
18347,2278000,824.9661
18351,2280000,440.3132
18354,2282000,323.3709
18360,2284000,321.842
18362,2286000,851.5113
18364,2288000,847.7359
18366,2290000,770.7054
18368,2292000,760.6827
18370,2294000,780.6956
18374,2296000,458.0988
18376,2298000,791.57
18379,2300000,597.9741
18381,2302000,765.2716
18384,2304000,619.2647
18389,2306000,409.6456
18393,2308000,449.8584
18395,2310000,803.5439
18397,2312000,789.0405
18399,2314000,705.0272
18402,2316000,527.4663
18404,2318000,498.1479
18407,2320000,595.3178
18411,2322000,388.0529
18416,2324000,399.1069
18420,2326000,475.8744
18423,2328000,589.7825
18427,2330000,335.5056
18431,2332000,435.9759
18433,2334000,708.3677
18436,2336000,647.672
18438,2338000,791.2853
18442,2340000,525.755
18446,2342000,454.0362
18449,2344000,639.5744
18451,2346000,824.0175
18454,2348000,348.0052
18456,2350000,805.8432
18462,2352000,329.0849
18466,2354000,426.3832
18469,2356000,629.5753
18476,2358000,221.7151
18480,2360000,493.449
18484,2362000,475.4189
18489,2364000,352.9743
18492,2366000,306.0819
18494,2368000,765.491
18500,2370000,393.8233
18503,2372000,537.776
18506,2374000,582.7926
18508,2376000,655.5412
18510,2378000,852.7781
18513,2380000,600.294
18515,2382000,683.4334
18517,2384000,748.0803
18519,2386000,853.3917
18522,2388000,578.1111
18525,2390000,554.8243
18529,2392000,428.7692
18532,2394000,546.1892
18535,2396000,362.6074
18538,2398000,622.0293
18543,2400000,407.2084
18547,2402000,522.2262
18551,2404000,477.3178
18554,2406000,476.8439
18557,2408000,393.5365
18559,2410000,858.2015
18563,2412000,424.222
18565,2414000,752.4247
18567,2416000,875.3474
18569,2418000,767.4855
18571,2420000,828.0037
18573,2422000,765.0259
18577,2424000,477.8166
18580,2426000,534.8284
18583,2428000,579.9718
18585,2430000,891.2315
18588,2432000,563.9892
